movie_id,movielens_title,movielens_genres,tmdb_id,imdb_id,media_type,tmdb_source,tmdb_title,original_title,overview,poster_path,poster_url,backdrop_path,release_date,runtime,vote_average,vote_count,popularity,original_language,tmdb_genres,adult
5416,Cherish (2002),Comedy|Drama|Thriller,18408,0298798,movie,tmdb_movie,Cherish,Cherish,,/hTNAKGnqi8v4FRPEjm9Wl5S5yMz.jpg,https://image.tmdb.org/t/p/w500/hTNAKGnqi8v4FRPEjm9Wl5S5yMz.jpg,/iTgjBD4EkeA3Ra86E1X47vgREO7.jpg,2002-01-17,99,6.047,43,0.7035,en,喜剧|剧情|悬疑|惊悚,f
5417,"Fast Runner, The (Atanarjuat) (2001)",Drama|Fantasy,13245,0285441,movie,tmdb_movie,冰原快跑人,ᐊᑕᓈᕐᔪᐊᑦ,一股化身为无名萨满的邪恶力量分裂了一个游牧因纽特人小社群，颠覆了其平衡与精神。二十年后，两兄弟挺身挑战这邪恶秩序：强壮者阿玛乔亚克与快跑者阿坦纳朱亚特。[Lot 47 Films],/jSGiFOTwosoiAAXLTLHtzMUCVUN.jpg,https://image.tmdb.org/t/p/w500/jSGiFOTwosoiAAXLTLHtzMUCVUN.jpg,/q3XAe77oga8zCH8G6d8T4izEPZ6.jpg,2002-02-01,172,6.872,78,0.6582,iu,奇幻|剧情,f
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2501,0258463,movie,tmdb_movie,谍影重重,The Bourne Identity,杰森·伯恩（马特·达蒙 饰）在意大利被人从海上救起，他失去了记忆，除了臀部的瑞士银行帐号之外，他完全没有办法证明自己的身份。杰森从瑞士银行找到了大量的现金，六本护照，一把枪，同时他发现自己格斗、枪械、和语言等方面的能力，他开始追查自己的身份，并且把陌生女子玛丽（弗兰卡·泼坦特 饰）也卷了进来。两人从瑞士到巴黎，一路上受到神秘杀手组织的追杀，危机重重。杰森能否化险为夷，找到自己的真实身份？他是否有勇气面对真相？,/qlJNO3UVP29t1mMNyP0yTqC931V.jpg,https://image.tmdb.org/t/p/w500/qlJNO3UVP29t1mMNyP0yTqC931V.jpg,/kJaRWmy1BGq3pHyE94LOTteiHer.jpg,2002-06-14,119,7.500,10130,9.9331,en,动作|悬疑|惊悚,f
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,9637,0267913,movie,tmdb_movie,史酷比,Scooby-Doo,本片改编自60年代美国热门卡通系列剧，故事的主角是一只会说话的大丹狗：史酷比。话说在美国有一个度假圣地“恐怖岛”，这里有全世界最最恐怖的游乐设施，让那些寻求刺激的旅客流连忘返。  　　但是今年的恐怖岛成了名符其实的“恐怖岛”，有人在岛上遇到真实的恐怖现象！从此“恐怖岛”门厅零落，这里的老板也因此蒙受巨大的经济损失，为了证明岛上安全无虞，没有所谓的恐怖现象，于是请来了远近驰名，以费德（小弗莱迪·普林兹饰）为首的四人打击犯罪小组到岛上展开侦查，这组人马当中当然还包括对灵异现象反应敏锐的史酷比，战斗开始了……,/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg,https://image.tmdb.org/t/p/w500/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg,/1RAxtBxslR4OZCZC1vxIRUxjR7a.jpg,2002-06-14,87,6.108,4798,6.0023,en,悬疑|冒险|喜剧,f
5420,Windtalkers (2002),Action|Drama|War,12100,0245562,movie,tmdb_movie,风语者,Windtalkers,第二次世界大战期间初期，在太平洋战场上，日军总能用各种方法破译美军的密电码，这令美军在战场上吃尽了苦头。为了改变这种局面，1942年，几百名印第安纳瓦霍族人被征召入伍，因为他们的语言没有外族人能够听懂，所以美军将他们训练成了专门的译电员，人称“风语者”。作为美国海军的秘密武器，每个“风语者”都肩负着美军的至高机密，因此，他们也受到了特别的“照顾”──每个纳瓦霍译电员都由一名海军士兵贴身保护，一方面确保其人身安全，另一方面，如果译电员即将被日军俘获，保护者必须杀死他以保证密码不外泄。海军陆战队员乔·安德斯（尼古拉斯·凯奇饰）就是一名译电员保护者，他奉命保护一个名叫本·亚兹（亚当·比奇饰)的纳瓦霍士兵。在残酷的塞班岛战役中，被俘的命运就在眼前，执掌他人生杀大权的乔陷入了道德与军命两难的抉择：他到底能不能、该不该在紧急关头杀死已经和自己亲如兄弟的本，以履行军人的职责、保护美军的军事秘密呢……,/l4KelP1YBgMW8MqpspjAhufuNxV.jpg,https://image.tmdb.org/t/p/w500/l4KelP1YBgMW8MqpspjAhufuNxV.jpg,/xr60oCXkfFIqMRJ4YxtMiD53zBy.jpg,2002-06-07,134,6.300,1426,3.2301,en,战争|动作,f
5421,"Dangerous Lives of Altar Boys, The (2002)",Drama,16857,0238924,movie,tmdb_movie,叛逆骄阳,The Dangerous Lives of Altar Boys,两个可爱又顽皮的天主教中学生Francis和Tim，不愿服从成人世界的游戏规则，并深信正邪两立，非黑即白。他们作了本漫画，笔下处处影射他们的头号敌人雅森达修女。漫画世界与现实经历一起双线发展，带出年轻人的成长之路。现实中连串的痛苦经历，令他们渐渐成长，原来生活可不是这么容易。,/4uTWXZ2Rvizl3ycMHtODfRjks4W.jpg,https://image.tmdb.org/t/p/w500/4uTWXZ2Rvizl3ycMHtODfRjks4W.jpg,/kukeEqfKiybvnyppV1RilJrbSI9.jpg,2002-06-14,104,6.642,176,0.6930,en,喜剧|剧情,f
5422,"Emperor's New Clothes, The (2001)",Comedy,52258,0282768,movie,tmdb_movie,皇帝的新装,The Emperor's New Clothes,和安徒生童话无关，本片讲的是拿破仑未死逃到乡下并找了个替身代替他的故事。,/iTonTn91U4X1px7KXAHTFnIA4ud.jpg,https://image.tmdb.org/t/p/w500/iTonTn91U4X1px7KXAHTFnIA4ud.jpg,/2XVEjzisS34cJy14OsR8d980gYj.jpg,2001-08-11,107,6.789,45,0.5805,en,喜剧|剧情,f
5423,Gangster No. 1 (2000),Action|Crime|Thriller,10394,0210065,movie,tmdb_movie,天王流氓,Gangster No. 1,"影片以黑帮老大（马尔科姆·麦克道威尔 Malcolm McDowell 饰）第一人称的角度讲述了六十年代伦敦血雨腥风的黑帮恩怨。
 　　名不见经传的街头小混混（保罗·贝坦尼 Paul Bettany 饰）幸运地成为了在当时伦敦城呼风唤雨的黑帮老大佛莱迪（大卫·休里斯 David Thewlis 饰）的手下。纸醉金迷的生活诱惑着他，金钱和地位更加让他心驰神往。佛莱迪似乎拥有一切至高无上的权利，走到哪里都只手遮天，吃香喝辣。不仅如此，佛莱迪生活奢侈又有品味，笔挺的西装和优雅的举止，更加使得小混混充满着羡慕和妒忌。渐渐地，这赤裸裸的欲望开始膨胀变质，在勾心斗角的黑帮势力开始交锋的时候，他甚至趁机想取代老大的位置。",/t8eUSsD2reaIR9qmklU7O2GCVn4.jpg,https://image.tmdb.org/t/p/w500/t8eUSsD2reaIR9qmklU7O2GCVn4.jpg,/8zmWwgtiPCWBzxCiRHdmBZoPvXc.jpg,2000-06-09,103,6.400,237,1.0346,en,动作|剧情|惊悚|犯罪,f
5424,Harvard Man (2001),Crime|Drama|Romance|Thriller,27451,0242508,movie,tmdb_movie,哈佛人,Harvard Man,,/vxZG1UXh8gA3nYmrPNUWCHGGBFn.jpg,https://image.tmdb.org/t/p/w500/vxZG1UXh8gA3nYmrPNUWCHGGBFn.jpg,/yap1xGljc2mED8Upk4NYy3f1r7F.jpg,2001-08-01,99,4.700,50,0.7953,en,剧情,f
5425,Dark Blue World (Tmavomodrý svet) (2001),Drama|War,15813,0244479,movie,tmdb_movie,烈日长虹,Tmavomodrý svět,　　故事发生在1939年，弗朗塔（奥德捷·维奇 Ondrej Vetchý 饰）是一名捷克飞行员，动乱与战争之中，他和名为卡瑞尔（克里斯托弗·哈德克 Krystof Hádek 饰）的年轻人之间结下了深厚的友谊。一次意外中，卡瑞尔所驾驶的飞机失事了，卡瑞尔并无大碍，幸运的他甚至因祸得福，结识了漂亮温柔的苏珊（塔拉·菲茨杰拉德 Tara Fitzgerald 饰）。  　　孤男寡女相识于战火纷飞之中，苏珊和卡瑞尔之间的关系很快便逾越了单纯的友情。回到部队后的卡瑞尔将自己的传奇经历告诉了弗朗塔，并将弗朗塔介绍给了苏珊。令卡瑞尔没有想到的是，苏珊深深的爱上了稳重帅气的弗朗塔，卡瑞尔和弗朗塔之间的友谊因此而产生了裂痕。 ©豆瓣,/vRM5Zfe2PcCN6yYXmp83uz08QLA.jpg,https://image.tmdb.org/t/p/w500/vRM5Zfe2PcCN6yYXmp83uz08QLA.jpg,/8DvbkZsU1hjnLz6QUMn6dQHCTV1.jpg,2001-05-17,112,6.909,93,0.4768,cs,动作|剧情|战争,f
5426,Bad Company (1972),Western,31591,0068245,movie,tmdb_movie,坏伙伴,Bad Company,正直的年轻人德鲁·迪克森（Drew Dixon）被信奉宗教的家庭送往西部，以避免被征召入伍参加内战，他与一群年轻流浪者结伴四处漂泊。,/8UpEdkJmdjwQb6OJJyPRSMf80v6.jpg,https://image.tmdb.org/t/p/w500/8UpEdkJmdjwQb6OJJyPRSMf80v6.jpg,/pbr9NcP5HWyEZbp67qObIEyNVQ7.jpg,1972-10-08,93,6.400,99,1.2510,en,西部|剧情,f
5427,Caveman (1981),Comedy,18905,0082146,movie,tmdb_movie,山洞人,Caveman,,/cfZfl3wxO8QxHKJsiWUHZg1D62B.jpg,https://image.tmdb.org/t/p/w500/cfZfl3wxO8QxHKJsiWUHZg1D62B.jpg,/3jQFPMk9DanjVy3s930aWuOFN2j.jpg,1981-04-17,91,6.640,193,1.7961,en,喜剧|冒险,f
5428,Cheech & Chong's The Corsican Brothers (1984),Comedy,14774,0087042,movie,tmdb_movie,科西嘉两兄弟,Cheech & Chong's The Corsican Brothers,两个能感受到彼此痛苦和快乐的兄弟把法国革命搞砸了。,/vB186e2eiUaKLVlZwvKv4dIJ9GS.jpg,https://image.tmdb.org/t/p/w500/vB186e2eiUaKLVlZwvKv4dIJ9GS.jpg,/7ERwRcdudfSoH9P2hAXBIZoq8q2.jpg,1984-07-27,91,4.927,82,0.6204,en,喜剧,f
5429,Five Card Stud (a.k.a. 5 Card Stud) (1968),Mystery|Western,4993,0062626,movie,tmdb_movie,五张王牌,5 Card Stud,在一场名为“五张王牌”的豪赌中，一名赌徒因作弊被抓，愤怒的对手们私自对他施以了残酷的绞刑。然而，正义（或是复仇）并未就此止步。不久后，当初参与那场私刑的成员们开始一个接一个地被杀害，而且每个人都被吊死在绞索之上。随着恐怖氛围在镇上蔓延，幸存的赌客们在惊恐中互相猜忌：究竟是死者的冤魂回归，还是在他们这群人中，隐藏着一个疯狂的索命判官？,/wCsPsveFq4IQTL3IGGJYu7NkmAd.jpg,https://image.tmdb.org/t/p/w500/wCsPsveFq4IQTL3IGGJYu7NkmAd.jpg,/a8xYaztdMaPeai94G4OdT3ed8lT.jpg,1968-07-28,98,6.247,91,1.1990,en,西部|悬疑,f
5430,For a Lost Soldier (Voor een Verloren Soldaat) (1992),Romance,27052,0108504,movie,tmdb_movie,军官与男孩,Voor een verloren soldaat,"三十年后，已经成为一名舞蹈家的杰罗恩，因一张旧照片而回想起幼年时那段难忘的同性爱情。1944年，杰罗恩（马腾·斯密特 Maarten Smit 饰）被母亲从阿姆斯特丹送回乡下小镇生活。翌年战争结束，一队加拿大官兵在这个荷兰小镇驻扎，杰罗恩邂逅了其中一名俊朗潇洒的军官。与其他军官不同，这名军官对杰罗恩特别眷顾。随后他们度过了一段美好的时光，奇妙的爱情在二人之间发生了。然而，当杰罗恩还沉浸在爱情的浪漫与喜悦中时，军队却撤走了，昔日他们朝夕相处的小屋，已经变得空荡荡……三十年后的他，借着曾经的旧照片，寄托了自己对那名军官最深刻的情思……
 　　本片根据著名舞蹈家鲁迪方丹斯的自传小说改编，获1996年度荷兰影展最佳影片提名。",/lYBQwsSpJxGpwRr7FABFd3rBzR0.jpg,https://image.tmdb.org/t/p/w500/lYBQwsSpJxGpwRr7FABFd3rBzR0.jpg,/flCCCDxtj7OlSPKCTknuoQp7AiD.jpg,1992-09-18,92,6.700,77,0.5525,nl,剧情|战争,f
5431,Goin' South (1978),Comedy|Western,34130,0077621,movie,tmdb_movie,飞越温柔窝,Goin' South,　　德克萨斯州，内战后不久。亨利·穆恩是一名逃犯，正在逃避法律制裁。他在试图逃往墨西哥时被捕，并被带回镇上绞死。镇上有一条特别的法律规定，如果镇上的一个单身女人愿意嫁给一个被判刑的男人，他可以自由行走。亨利很幸运——茱莉亚·泰特在最后一刻向他求婚，不久他们就结婚了。然而，亨利很快发现朱莉娅的动机纯粹是出于商业目的——她需要有人在她的财产上开采。这就造成了一段非常冷淡的婚姻。,/w8Bh4XSkFpXx0A5oQEqRSvcaSKG.jpg,https://image.tmdb.org/t/p/w500/w8Bh4XSkFpXx0A5oQEqRSvcaSKG.jpg,/vfDdZC1mrhzHrh65PCPnEjerhKX.jpg,1978-10-06,105,5.786,168,1.3124,en,喜剧|西部|爱情,f
5432,Hero and the Terror (1988),Action|Crime,38950,0095296,movie,tmdb_movie,恐怖英雄,Hero and the Terror,因为独力逮捕巨无霸一般的连环杀手赛门蒙特，因而被人称为“英雄”的洛杉矶警探查克里礼上，其实内心仍充满恐惧，甚至在事件过去三年之后仍时生恶梦。此时，号称“恐怖”的赛门特逃出囚禁他的精神病院，躲在一家新近翻修的大戏院之中继续屠杀无辜妇女，面对凶恶歹徒，“英雄”二度出山，几经波折才找到“恐怖”的巢穴，再次跟死对头面对面决斗。 本片对于“恐怖”的神出鬼没和动物般凶残勇猛处理的出神入化，对于男主角的心理状态和爱情生活描写的异常深刻，他跟怀孕女友之间的对手戏在同类作品中显得罕有的细腻温馨，导演威廉坦用心经营的悬疑惊险气氛，令人身临其境。,/hGu0e6dHop1KIBB3BmFbQpVONb1.jpg,https://image.tmdb.org/t/p/w500/hGu0e6dHop1KIBB3BmFbQpVONb1.jpg,/9AMtW0LZfKY8smK6yJKM6HvlTlA.jpg,1988-08-26,96,5.300,112,0.7721,en,剧情|动作|惊悚|犯罪|爱情,f
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller,17898,0090021,movie,tmdb_movie,银色子弹,Silver Bullet,在一个小镇里，近日出现了一名凶残的狂人，接二连三犯案，涉及多宗令人呕吐的谋杀事件，令整个小镇的人都惶恐渡日。每当入夜，各家各户都紧闭门窗户，唯独是一名男孩子在入夜时仍在街上流连……,/52CvWYuJyWcMTPvsfcmsxaVHi7f.jpg,https://image.tmdb.org/t/p/w500/52CvWYuJyWcMTPvsfcmsxaVHi7f.jpg,/2ptSJvAbWRS23Ip3NCj6V65om3k.jpg,1985-10-10,95,6.635,691,2.3825,en,恐怖,f
5434,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller,21635,0040823,movie,tmdb_movie,电话惊魂,"Sorry, Wrong Number",莱昂纳·史蒂文森（Leona Stevenson）被困在床上，并用她的电话与外界保持联系。 有一天，她在电话中偷听谋杀案的情节，不顾一切地寻找谁是受害者。,/A39p8fEvucMFQXFmjp5Z8WepdsQ.jpg,https://image.tmdb.org/t/p/w500/A39p8fEvucMFQXFmjp5Z8WepdsQ.jpg,/jKInpViHPPW2MDGhpSUICDx8FYO.jpg,1948-09-24,89,6.781,210,1.0084,en,惊悚|悬疑,f
5435,Hombre (1967),Western,27945,0061770,movie,tmdb_movie,野狼,Hombre,约翰·罗塞尔自幼是老罗塞尔先生从战俘中带回来并抚养他长大的，但是他生性豪放不羁，又回到土著人的中间，在茫茫山野间生活。直到老人去世时，留给他自己的一处房子，那里现在是一家旅馆，由能乾的杰茜经营。老人希望他回到白人中间，用英语思考问题。他却将房子变卖，杰茜只好回家。他们一行人从旅馆出发，一同乘坐马车的还有医生夫妇以及强行霸占别人位置的弗兰克。他们担心路上不安全，改走一条废弃的山路，却遭到一伙人的袭击，原来弗兰克是劫匪中的成员，目的是医生携带的不义之财。这伙人打破了他们的水袋，劫走了医生的妻子做人质。匆忙间，劫匪们遗失了钱袋，他们要用医生妻子换钱袋。胆小的医生不敢前去，一任妻子在炎炎烈日下呻吟。带领大家对付劫匪的罗塞尔冒死前往，在腹背受敌的不利情况下，只身对敌，为了营救他人与匪徒同归于尽。,/puqgDLxdIZSnodDJ6Q0KxofOebo.jpg,https://image.tmdb.org/t/p/w500/puqgDLxdIZSnodDJ6Q0KxofOebo.jpg,/wNwE1HpHSTNZE4uIzOZ2AmYkOB1.jpg,1967-03-21,111,7.100,241,2.2943,en,西部,f
5436,"Horse's Mouth, The (1958)",Comedy,43139,0051739,movie,tmdb_movie,财星高照,The Horse's Mouth,　　他是一个有点粗俗但充满激情的画家，他寻求完美地实现自己的艺术愿景，这引起了其他人的极大不满。,/d51I6HuDzwEk5CWZE4E4Uegz3WF.jpg,https://image.tmdb.org/t/p/w500/d51I6HuDzwEk5CWZE4E4Uegz3WF.jpg,/mzMVXXaxQ7BC7Mc5MdQMrX9T8GA.jpg,1958-11-11,95,6.700,48,0.8118,en,喜剧,f
5437,"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller,30194,0091472,movie,tmdb_movie,曼哈顿工程,The Manhattan Project,‎保罗·史蒂文斯的高中科学项目有点失控了。他刚制造了一颗原子弹现在他有11个小时来确保它不工作。‎,/65RDHC5fLwuvQG1LmKRoQugBqLl.jpg,https://image.tmdb.org/t/p/w500/65RDHC5fLwuvQG1LmKRoQugBqLl.jpg,/kfGRT4o60d3pWlRsMamz5kC4Vl.jpg,1986-06-13,117,6.191,118,1.0468,en,科幻|惊悚,f
5438,Men at Work (1990),Action|Comedy,10169,0100135,movie,tmdb_movie,玩命双龙,Men at Work,Carl（Charlie Sheen饰）和James（Emilio Estevez饰）两人都是无忧无虑也没什么野心的人，他们靠为别人到垃圾为生。Carl有一架望远镜，他总是用望远镜偷窥他那女邻居（Leslie Hope饰）的一举一动。一天，他看到有位男士（Darrell Larson饰）和女邻居大吵了一架，于是在那位男士走出邻居家门时，他对着他用玩具枪射了一枪。见那位男士被打中，Carl和James都躲在了窗台下，怕被那人发现。但他们没有看到又来了两个人，把那位男士勒死了，并弃尸而去。第二天早上，当Carl和James开着车沿途收垃圾的时候，他们发现，那个男人的尸体被抛弃在他们收的其中一个垃圾桶里。他们非常害怕，生怕自己被卷入这位男士的死亡中，于是他们决定先把他的尸体藏起来。为了查出这件谋杀案的来龙去脉，他们开始调查他们的女邻居，他们发现，死者是环保份子兼市政议员Jack Berger，他的死和化工产品主席Maxwell Potterdam III（John Getz饰）有着莫大的关系。Carl和James被卷入了一连串阴谋中去了……,/6bd0rOeZtTmVJObOAXHXBMurvyt.jpg,https://image.tmdb.org/t/p/w500/6bd0rOeZtTmVJObOAXHXBMurvyt.jpg,/gaG4QLl41v9WwHk3D3NqE9XzB5Z.jpg,1990-08-24,99,5.684,426,1.1246,en,喜剧|犯罪,f
5439,S.O.B. (1981),Comedy,27225,0083015,movie,tmdb_movie,影城噩梦,S.O.B.,费利克斯是着名的电影制作家，他投资拍摄了高成本的影片《夜风》，但在首映上却惨遭失败。失败的打击使费利克斯痛不欲生、心力交瘁，更糟糕的是在片中担任女主角的妻子也离家出走。费利克斯承受不住这样的痛苦，企图自杀，幸而被其同事发现，救回一命。为安慰他，同事和制片商在费利克斯的家里举行了狂欢晚会，并劝说他对影片进行重新剪辑，这个点子使他受到了启发，决定将片子拍成一部色情片。费利克斯让出了电影制片厂的股份，而出走的妻子也因为害怕破产而不得不在片中出演一个淫荡的女人。片子终于大功告成，发行合同也顺利地签订了，但费利克斯此时却拿着把玩具手枪大闹起来，警察在不明真相的情况下将其误杀。,/6irq1xZdQ8rC4AuxPDlA9NkPyYs.jpg,https://image.tmdb.org/t/p/w500/6irq1xZdQ8rC4AuxPDlA9NkPyYs.jpg,/tIwD1x5ihVEaUIOsA583UaCkkjq.jpg,1981-07-01,121,6.010,97,1.3011,en,喜剧,f
5440,She Wore a Yellow Ribbon (1949),Western,13909,0041866,movie,tmdb_movie,黄巾骑兵队,She Wore a Yellow Ribbon,临近退休的内森·布里特尔斯上尉奉命率队执行最后一次巡逻，以期阻止一场迫在眉睫的大规模印第安部落袭击。然而随行的妇孺撤离任务使得队伍行动迟缓，布里特尔斯的使命由此面临危机。,/2IXtuwkTVcDsaa09AiQnlkfxe7I.jpg,https://image.tmdb.org/t/p/w500/2IXtuwkTVcDsaa09AiQnlkfxe7I.jpg,/45tJCXfr3S08qb5fVP86duFUUzx.jpg,1949-10-22,104,6.900,407,1.7231,en,剧情|西部,f
5441,Traces of Red (1992),Mystery|Thriller,103299,0105631,movie,tmdb_movie,Traces of Red,Traces of Red,,/eVXINR2g71f6qvWKwsdbe9bBkMr.jpg,https://image.tmdb.org/t/p/w500/eVXINR2g71f6qvWKwsdbe9bBkMr.jpg,/oZWJAHTYzM5sRNptmZXyIffzK6h.jpg,1992-11-13,105,5.500,36,0.6590,en,剧情|动作|惊悚|犯罪|悬疑,f
5442,V. I. Warshawski (1991),Action|Comedy|Crime,41805,0103184,movie,tmdb_movie,女神探沃莎斯基,V.I. Warshawski,"　　故事发生在车水马龙灯红酒绿的大都市芝加哥，维克多利亚（凯瑟琳·特纳 Kathleen Turner 饰）是一位神通广大的私家侦探，她热爱自己的工作，在行业内享有着不错的评价。维克多利亚同男友穆瑞（杰伊·桑德斯 Jay O. Sanders 饰）相恋多年，然而，后者却并没有表现出想要同她携手共度此生的意愿。
 　　一次偶然中，维克多利亚在酒吧中结识了名叫贝纳德（Stephen Meadows 饰）的男子，情感不顺的维克多利亚很快就被温文尔雅的贝纳德吸引了，两人走到了一起。然而，让维克多利亚没有想到的是，贝纳德竟然将女儿凯特（安吉拉·戈塔尔斯 Angela Goethals 饰）托付给了自己，虽然贝纳德声称自己只是需要离开数日，但很显然，他早已经决定一去不复返。",/w0ykwLLDB8v1wT50wDpYaPnyac7.jpg,https://image.tmdb.org/t/p/w500/w0ykwLLDB8v1wT50wDpYaPnyac7.jpg,/4REBsWHiKULBFVr8MBjue6T6xJg.jpg,1991-07-26,89,4.800,113,1.1341,en,犯罪|悬疑,f
5443,Juwanna Mann (2002),Comedy,35696,0247444,movie,tmdb_movie,女篮辣哥,Juwanna Mann,"杰尼尔（小米盖尔-A·努耐兹 Miguel A. Núñez Jr. 饰）美国男子篮球联盟的大明星，虽然球技了得，但是他的个性却非常的自大和自私。在比赛中，杰尼尔从来不会给队友传球，只想着自己表现，不仅如此，他还明目张胆的顶撞教练裁判甚至观众。终于，忍无可忍的职业篮球联盟处罚了杰尼尔，对他进行了禁赛处理。
 无法比赛的杰尼尔一下子就是去了所有的经济来源，陷入了拮据之中，与此同时，无法再站到赛场上与篮球为伴，令杰尼尔感到十分的痛苦。为了打球，杰尼尔男扮女装参加了女子篮球队女妖队的入队考核，顺利的拿到了名额，但在这里打球，杰尼尔必须时时刻刻注意，不能让自己的“小秘密”泄露出去。",/1m5sbTbifesBhCrkE0gJncwMGXw.jpg,https://image.tmdb.org/t/p/w500/1m5sbTbifesBhCrkE0gJncwMGXw.jpg,/chmTWdvet7wi2fqHZX58zLredPt.jpg,2002-06-21,91,5.100,104,0.8092,en,喜剧,f
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,11544,0275847,movie,tmdb_movie,星际宝贝,Lilo & Stitch,5岁女孩莉萝一直梦想养一只宠物狗，这天她终于得偿所愿，在姐姐的帮助下收养了一只流浪狗，并给它起名叫史迪奇。其实史迪奇并不是什么流浪狗，而是来自外星球的长着六支脚的危险分子，只是在流放中偷跑到地球上来的。为了在地球上隐藏身份，史迪奇只能“忍辱偷生”，把自己的两只脚藏起来，让自己看起来像是一只狗。在和莉萝相处的日子里，小女孩的善良单纯让她和史迪奇成了形影不离的好伙伴。然而另一方面，制造出史迪奇的外星人发现他逃走了，于是立刻全力出动，要将其逮捕归案！当外星人终于在地球上发现了伪装的史迪奇时，他们绑架了莉萝想逼史迪奇就范。为了救回自己的好朋友，也为了证明自己不是无可救药的危险分子，史迪奇只有使出浑身解数，放“脚”一搏了......,/yFEpg0Tr4aekbvwFEc0rF3wtQ5E.jpg,https://image.tmdb.org/t/p/w500/yFEpg0Tr4aekbvwFEc0rF3wtQ5E.jpg,/AcxbOWUbwtIEDisfuhNGHQNfnMK.jpg,2002-06-21,85,7.561,7111,9.9095,en,动画|家庭|喜剧|科幻,f
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,180,0181689,movie,tmdb_movie,少数派报告,Minority Report,随着科技的发展，人类发明了能侦察人的脑电波的“聪明”的机器人――“先知”。“先知”能侦察出人的犯罪企图，所以在罪犯犯罪之前，就已经被犯罪预防组织的警察逮捕并获刑。乔恩（汤姆•克鲁斯 Tom Cruise 饰）就是犯罪预防组织的一个主管。在一次通过“先知”成功阻止了一起因外遇引起的双人命案之后，乔恩隐约感到了这一套完美的预防犯罪系统中隐含的秘密，那就是少数派报告。原来，共有三个“先知”一起判定一个人是否有杀人企图。当出现分歧时，按少数服从多数原则定案，但最后若证明少数那一方是正确的话，则会秘密保存一份少数派报告。乔恩一觉醒来，突然发现自己已是昔日同事的抓捕对象。乔恩唯一的出路就是找到能证明自己清白的那份少数派报告……,/jbqftAHMdtCLhCLGFiOKQwN8zlN.jpg,https://image.tmdb.org/t/p/w500/jbqftAHMdtCLhCLGFiOKQwN8zlN.jpg,/PrMb3oeEluauy0q9ZO5xL33A6C.jpg,2002-06-20,145,7.355,9669,7.4334,en,科幻|动作|惊悚,f
5446,Rabbit-Proof Fence (2002),Adventure|Drama,9555,0252444,movie,tmdb_movie,漫漫回家路,Rabbit-Proof Fence,　　故事发生在二十世纪初期，澳大利亚政府决定实行一项残酷的计划，他们强行将白人与当地土著所生的混血孩子们从亲人身边带走，编入摩尔河营地，通过训练和教化将他们变为廉价劳动力，更妄图用包办婚姻来改变他们那所谓的“低贱血统”。  　　14岁的莫利（Everlyn Sampi 饰）就是这些孩子中的一员，无法忍受营地里的痛苦生活，勇敢的她决定出逃。和莫利一起逃跑的还有黛西（Tianna Sansbury 饰）和格雷西（Laura Monaghan 饰），三个女孩将要面对的是一千五百英里的漫漫路途和在她们身后穷追不舍的木都（大卫·古皮利 David Gulpilil 饰）。三个孩子能够顺利的到达目的地吗？在那里，又会有着怎样的生活在等待着她们呢？,/vs8ATIRGEEYpcByrNtJ1WyI3LeD.jpg,https://image.tmdb.org/t/p/w500/vs8ATIRGEEYpcByrNtJ1WyI3LeD.jpg,/2g0ilrxS3JpzSeLSyRQywPo0BjU.jpg,2002-02-04,94,7.000,387,1.0909,en,冒险|剧情|历史,f
